ID,SRCIP,DSTIP,SRCPORT,DSTPORT,PROTOCOLID,RECEIVETIME
14,101.230.193.52,183.131.2.152,2437,8601,34,1462238084
15,101.230.193.50,113.207.2.69,16327,80,58,1462238084
16,12.118.161.181,180.149.144.169,50227,80,58,1462238084
17,222.66.50.181,113.108.23.60,30682,8000,36,1462238084
29,101.230.193.51,119.75.219.85,14076,80,58,1462238084
30,101.230.193.51,61.135.186.213,1232,80,58,1462238084
31,27.188.40.217,140.206.182.226,30057,32360,36,1462238084
32,119.147.20.75,101.230.193.52,8000,30721,36,1462238084
44,222.66.50.181,119.75.219.85,54221,80,58,1462238084
45,101.230.193.51,119.75.219.121,1238,80,58,1462238084
46,119.115.64.175,140.206.182.226,30133,40191,36,1462238084
47,101.230.193.55,123.125.115.130,52249,80,58,1462238084
18,183.232.38.219,101.230.193.52,80,36610,58,1462238085
19,101.230.193.51,123.125.115.130,56140,80,58,1462238085
20,101.230.193.51,14.17.43.117,52576,80,58,1462238085
21,180.166.140.67,125.39.211.56,31610,9910,36,1462238085
22,180.166.140.67,49.67.42.30,35235,30281,36,1462238085
23,180.166.140.67,219.131.180.240,12587,30051,36,1462238085
24,222.66.50.181,114.80.157.43,51229,80,58,1462238085
25,12.118.133.87,12.118.2.190,42867,135,34,1462238085
26,12.118.196.70,12.118.2.189,55299,445,34,1462238085
27,12.118.154.32,180.149.144.107,2072,80,58,1462238085
28,12.118.19.39,12.118.2.190,4365,445,4,1462238085
33,101.230.193.53,123.125.115.38,50482,80,58,1462238085
34,222.66.50.181,122.225.112.41,13194,80,58,1462238085
35,192.168.47.129,115.239.211.125,51103,80,58,1462238085
36,218.242.149.111,58.254.134.246,40149,80,58,1462238085
37,101.230.193.53,123.125.115.188,1079,80,58,1462238085
38,180.166.140.67,117.65.34.70,6703,30661,36,1462238085
39,180.166.140.67,118.122.140.143,31339,30075,36,1462238085
40,12.118.196.70,12.118.2.201,55294,135,34,1462238085
41,12.118.76.105,12.118.2.190,63055,445,34,1462238085
42,12.118.196.70,12.118.2.189,55299,445,4,1462238085
43,222.66.50.180,143.166.135.105,50056,80,58,1462238085
48,101.230.193.51,113.108.23.60,30446,8000,36,1462238085
49,101.230.193.52,183.232.38.219,36610,80,58,1462238085
50,180.166.140.68,125.39.211.54,10270,8000,36,1462238085
51,222.66.50.181,218.59.186.76,18709,80,58,1462238085
52,12.118.2.190,12.118.19.39,445,4365,4,1462238085
53,192.168.34.62,14.17.43.149,45884,80,58,1462238085
55,180.166.140.67,125.82.226.192,46882,30643,36,1462238085
56,180.166.140.67,124.160.144.55,36111,30868,36,1462238085
57,180.166.140.67,36.6.185.198,58745,30267,36,1462238085
58,12.118.222.234,12.118.2.129,4127,80,58,1462238085
59,12.118.162.33,180.149.144.107,51557,80,58,1462238085
60,12.118.2.189,12.118.196.70,445,55299,4,1462238085
61,12.118.19.39,12.118.2.190,4365,445,34,1462238085
62,101.230.193.55,180.168.41.175,57109,80,58,1462238085
64,101.230.193.51,113.207.2.69,61823,80,58,1462238085
0,192.168.48.90,115.239.210.172,52370,80,58,1462238086
2,101.230.193.50,119.75.219.121,65261,80,58,1462238086
3,101.230.193.53,113.207.2.69,59978,80,58,1462238086
4,12.118.77.141,113.108.23.60,30746,8000,36,1462238086
5,101.230.193.53,113.108.23.60,30341,8000,36,1462238086
6,12.118.56.134,115.239.210.27,34984,80,58,1462238086
54,54.209.186.152,222.72.135.130,33976,80,58,1462238086
63,218.242.149.111,61.164.153.96,18579,80,58,1462238086
65,12.118.19.44,12.118.2.201,4222,135,34,1462238086
66,101.230.193.55,119.75.219.121,60110,80,58,1462238086
67,222.66.50.180,123.125.115.38,1264,80,58,1462238086
68,12.118.223.214,12.118.1.149,61728,161,57,1462238086
69,12.118.177.73,121.9.209.135,4889,80,58,1462238086
70,101.230.193.53,119.75.219.85,51076,80,58,1462238086
71,101.230.193.50,61.135.186.213,65262,80,58,1462238086
72,12.118.76.247,180.149.144.169,51195,80,58,1462238086
73,222.66.50.180,61.164.153.93,51158,80,58,1462238086
1,180.153.197.58,222.72.135.130,42203,80,58,1462238087
7,192.168.48.102,115.239.210.144,50720,80,58,1462238087
8,58.247.9.13,122.143.5.59,51649,80,58,1462238087
9,58.247.9.13,180.149.144.107,45883,80,58,1462238087
10,61.152.219.222,180.168.41.175,1033,161,57,1462238087
11,192.168.12.208,113.207.2.69,51275,80,58,1462238087
12,58.247.9.13,123.129.242.140,10068,80,58,1462238087
13,101.230.193.52,119.75.222.18,14354,80,58,1462238087
88,101.230.193.50,123.125.115.38,3017,80,58,1462238087
89,180.166.140.84,112.90.143.121,46063,8000,36,1462238087
90,61.152.219.222,180.168.41.175,1033,161,57,1462238087
91,12.118.56.81,119.147.20.75,30798,8000,36,1462238087
92,117.184.149.133,61.135.169.125,50174,80,58,1462238087
93,117.65.34.70,180.166.140.67,30661,6703,36,1462238087
94,12.118.73.100,12.118.2.189,52334,445,34,1462238087
95,222.66.50.182,113.207.2.69,51536,80,58,1462238087
102,125.82.226.192,180.166.140.67,30643,46882,36,1462238087
103,101.230.193.53,119.147.20.75,30982,8000,36,1462238087
104,101.230.193.52,61.164.153.94,1594,80,58,1462238087
105,192.168.56.2,123.125.115.112,51677,80,58,1462238087
106,12.118.30.65,12.118.2.189,65204,445,34,1462238087
116,12.118.12.121,220.181.111.21,50157,80,58,1462238087
117,61.152.219.222,180.168.41.175,1033,161,57,1462238087
118,12.118.156.50,180.149.131.56,50485,80,58,1462238087
119,49.67.42.30,180.166.140.67,30281,35235,36,1462238087
120,125.88.219.97,222.72.135.151,48217,8080,58,1462238087
121,222.66.50.181,61.164.153.95,49698,80,58,1462238087
122,117.184.149.133,112.90.143.121,22532,8000,36,1462238087
74,12.118.47.55,180.149.144.107,64207,80,58,1462238088
75,12.118.56.180,115.239.210.144,52093,80,58,1462238088
76,12.118.71.53,115.239.211.125,1229,80,58,1462238088
96,218.242.149.122,123.149.83.172,8833,30928,36,1462238088
97,192.168.226.34,115.239.210.144,53163,80,58,1462238088
98,12.118.2.170,12.118.2.111,0,0,18,1462238088
99,12.118.2.45,12.118.2.38,0,0,18,1462238088
100,12.118.24.38,119.147.20.75,30204,8000,36,1462238088
101,12.118.28.166,119.147.20.75,30280,8000,36,1462238088
107,101.230.193.52,61.135.186.213,1617,80,58,1462238088
108,180.166.140.67,112.90.143.121,31887,8000,36,1462238088
109,12.118.2.169,12.118.2.237,0,0,18,1462238088
110,12.118.186.42,113.108.23.60,30123,8000,36,1462238088
111,12.118.7.104,113.108.23.60,30395,8000,36,1462238088
112,12.118.30.44,119.147.20.75,30063,8000,36,1462238088
113,12.118.70.140,119.147.20.75,11772,8000,36,1462238088
114,12.118.86.194,119.147.20.75,30133,8000,36,1462238088
115,12.118.106.157,119.147.20.75,30760,8000,36,1462238088
123,101.230.193.52,119.75.219.121,1616,80,58,1462238088
124,192.168.107.211,140.207.54.68,49647,80,58,1462238088
125,12.118.223.131,12.118.223.253,0,0,18,1462238088
126,10.111.222.33,10.111.222.33,0,0,18,1462238088
127,12.118.63.41,113.108.23.60,29919,8000,36,1462238088
128,12.118.51.180,113.108.23.60,30800,8000,36,1462238088
129,12.118.64.138,113.108.23.60,30126,8000,36,1462238088
130,12.118.77.150,113.108.23.60,30028,8000,36,1462238088
131,12.118.104.128,113.108.23.60,30432,8000,36,1462238088
132,12.118.133.74,113.108.23.60,30076,8000,36,1462238088
133,12.118.115.67,119.147.20.75,30645,8000,36,1462238088
134,12.118.152.60,113.108.23.60,30819,8000,36,1462238088
135,12.118.142.155,113.108.23.60,30077,8000,36,1462238088
136,12.118.136.137,113.108.23.60,30637,8000,36,1462238088
137,12.118.160.102,113.108.23.60,30234,8000,36,1462238088
138,12.118.104.42,113.108.23.60,30636,8000,36,1462238088
139,12.118.104.151,119.147.20.75,30313,8000,36,1462238088
140,12.118.135.109,113.108.23.60,30842,8000,36,1462238088
141,12.118.111.33,119.147.20.75,30878,8000,36,1462238088
142,12.118.136.32,113.108.23.60,30496,8000,36,1462238088
143,12.118.142.133,119.147.20.75,30277,8000,36,1462238088
144,12.118.176.141,113.108.23.60,44909,8000,36,1462238088
145,12.118.172.145,113.108.23.60,30199,8000,36,1462238088
146,12.118.187.54,113.108.23.60,30691,8000,36,1462238088
147,12.118.185.96,61.160.201.4,49792,7709,34,1462238088
148,12.118.185.96,202.102.249.214,49859,7709,34,1462238088
149,101.230.193.51,112.80.248.59,1413,80,58,1462238088
150,183.136.164.161,12.118.30.47,80,26351,34,1462238088
151,12.118.4.168,103.15.200.126,1451,80,58,1462238088
152,12.118.10.54,115.239.210.144,52488,80,58,1462238088
153,12.118.56.247,115.159.16.170,52643,13000,58,1462238088
154,12.118.36.183,220.181.163.138,8126,80,58,1462238088
155,12.118.36.223,115.239.210.172,57591,80,58,1462238088
156,12.118.64.124,115.239.210.82,50590,80,58,1462238088
159,12.118.132.143,113.108.23.60,30247,8000,36,1462238088
160,12.118.143.99,119.147.20.75,30630,8000,36,1462238088
161,12.118.142.31,113.108.23.60,30466,8000,36,1462238088
162,12.118.165.81,113.108.23.60,30520,8000,36,1462238088
163,218.242.149.122,61.55.137.96,50471,80,58,1462238088
164,12.118.7.111,159.106.121.75,0,0,33,1462238088
165,12.118.185.96,61.160.201.6,49818,7709,34,1462238088
166,12.118.185.96,218.9.148.109,49784,7709,34,1462238088
167,101.230.193.50,123.125.70.59,1325,80,58,1462238088
168,58.246.112.135,12.118.76.244,0,12798,36,1462238088
169,12.118.21.123,180.149.144.107,50265,80,58,1462238088
170,12.118.12.121,220.181.111.21,50157,80,58,1462238088
171,101.230.193.52,101.227.131.50,47698,80,58,1462238088
172,12.118.36.112,115.239.210.82,3046,80,58,1462238088
173,12.118.48.54,180.149.144.107,12498,80,58,1462238088
174,12.118.64.124,123.125.115.130,50592,80,58,1462238088
178,12.118.223.19,224.0.0.252,53724,5355,36,1462238088
179,12.118.76.192,159.106.121.75,0,0,33,1462238088
180,12.118.185.96,119.147.142.178,49842,7709,34,1462238088
181,12.118.149.126,182.140.167.58,51764,443,34,1462238088
182,218.242.149.111,218.58.206.57,60386,80,58,1462238088
183,12.118.33.34,103.15.200.123,1739,80,58,1462238088
184,12.118.8.81,220.181.111.21,4086,80,58,1462238088
185,12.118.28.82,115.239.210.172,55736,80,58,1462238088
186,12.118.56.150,180.149.144.107,3492,80,58,1462238088
77,12.118.143.132,220.181.163.138,61380,80,58,1462238089
78,12.118.75.69,183.232.121.223,64452,80,58,1462238089
79,12.118.111.104,180.163.32.149,48701,80,58,1462238089
80,117.184.149.131,121.14.74.192,14985,9910,36,1462238089
81,12.118.134.158,115.239.210.172,50142,80,58,1462238089
82,12.118.163.92,115.239.210.144,51366,80,58,1462238089
83,12.118.144.48,103.15.200.124,1206,80,58,1462238089
84,12.118.160.78,220.181.111.21,2748,80,58,1462238089
85,12.118.161.196,115.239.210.82,2135,80,58,1462238089
86,12.118.114.71,14.17.43.117,36731,80,58,1462238089
87,12.118.111.104,14.17.41.151,45559,80,58,1462238089
157,125.39.211.54,218.242.149.111,8000,5081,36,1462238089
158,12.118.75.69,101.227.139.185,36988,80,58,1462238089
175,140.206.182.226,222.141.53.63,27268,80,58,1462238089
176,12.118.75.69,101.227.160.124,42053,80,58,1462238089
177,12.118.106.64,115.239.210.172,2429,80,58,1462238089
187,12.118.119.92,61.151.186.16,57752,80,58,1462238089
188,12.118.136.173,183.110.33.157,56380,80,58,1462238089
189,12.118.158.39,115.159.16.170,62258,13000,58,1462238089
190,12.118.154.86,180.149.144.107,54594,80,58,1462238089
191,12.118.160.78,115.239.210.144,54533,80,58,1462238089
192,12.118.161.218,180.149.131.24,52791,80,58,1462238089
193,12.118.174.43,180.149.131.24,1401,80,58,1462238089
194,12.118.198.36,58.220.12.49,56115,80,58,1462238089
195,101.230.193.55,101.227.169.168,54689,80,58,1462238089
196,180.180.1.232,180.163.32.149,45306,80,58,1462238089
197,12.118.24.56,221.180.137.61,55156,80,58,1462238089
198,12.118.36.112,58.215.118.49,2734,80,58,1462238089
199,12.118.154.103,101.227.66.158,1188,80,58,1462238089
200,12.118.198.58,180.168.41.175,1579,80,58,1462238089
201,12.118.166.119,192.168.16.100,1099,161,57,1462238089
202,12.118.73.149,192.168.1.121,58538,161,57,1462238089
203,12.118.160.212,192.168.10.2,63281,161,57,1462238089
204,12.118.98.102,12.118.223.246,1943,7100,36,1462238089
205,12.118.166.119,192.168.16.100,1099,161,57,1462238089
206,12.118.73.149,192.168.1.121,58538,161,57,1462238089
207,12.118.160.212,192.168.10.2,63281,161,57,1462238089
208,12.118.223.214,12.118.0.233,61728,161,57,1462238089
209,12.118.166.119,192.168.16.100,1099,161,57,1462238089
210,12.118.73.149,192.168.1.121,58538,161,57,1462238089
211,12.118.160.212,192.168.10.2,63281,161,57,1462238089
212,12.118.71.134,192.168.1.254,62510,161,57,1462238089
213,12.118.104.68,192.168.1.103,53079,161,57,1462238089
214,12.118.172.69,192.168.7.10,49590,161,57,1462238089
215,192.168.32.21,122.228.233.195,50766,80,58,1462238089
216,125.39.211.54,180.166.140.68,8000,10270,36,1462238089
217,12.118.114.175,115.239.210.82,52352,80,58,1462238089
218,12.118.182.64,121.43.72.79,27778,13000,58,1462238089
219,12.118.152.128,180.149.144.107,50337,80,58,1462238089
220,12.118.154.32,180.149.144.107,2072,80,58,1462238089
221,12.118.160.78,115.239.210.172,54710,80,58,1462238089
222,12.118.175.99,112.65.206.85,51365,8020,58,1462238089
223,12.118.173.55,115.239.211.79,49167,80,58,1462238089
224,101.230.193.51,182.254.5.162,28879,80,58,1462238089
225,12.118.193.52,115.239.211.125,59347,80,58,1462238089
226,12.118.129.34,61.164.153.72,1704,80,58,1462238089
227,12.118.62.110,12.118.2.172,65097,80,58,1462238089
228,12.118.56.134,115.239.210.27,34984,80,58,1462238089
229,218.242.149.112,112.65.228.162,15918,80,58,1462238089
230,12.118.177.33,115.239.210.27,56414,80,58,1462238089
231,12.118.71.134,192.168.1.254,62510,161,57,1462238089
232,12.118.104.68,192.168.1.103,53079,161,57,1462238089
233,12.118.172.69,192.168.7.10,49590,161,57,1462238089
234,101.230.193.51,119.147.20.75,30966,8000,36,1462238089
235,12.118.71.134,192.168.1.254,62510,161,57,1462238089
236,12.118.104.68,192.168.1.103,53079,161,57,1462238089
237,12.118.172.69,192.168.7.10,49590,161,57,1462238089
238,12.118.63.245,192.168.15.39,54836,161,57,1462238089
239,12.118.119.34,180.168.41.175,1052,161,57,1462238089
240,12.118.223.214,12.118.1.133,61728,161,57,1462238089
241,218.242.149.122,222.141.53.65,17841,80,58,1462238089
242,61.152.219.222,117.184.140.166,1392,7709,34,1462238089
243,12.118.223.214,12.118.0.210,61728,161,57,1462238089
244,12.118.223.214,12.118.1.149,61728,161,57,1462238089
245,52.11.34.107,12.118.155.42,80,47019,58,1462238089
246,192.168.17.94,218.195.24.6,40079,21,34,1462238089
247,12.118.2.189,12.118.8.30,445,52886,4,1462238089
248,12.118.2.190,12.118.63.59,139,2146,4,1462238089
249,12.118.2.189,12.118.76.171,445,2713,4,1462238089
250,192.168.17.94,123.138.158.209,40082,21,34,1462238089
256,61.152.219.222,114.80.63.39,1377,7709,34,1462238089
257,61.152.219.222,61.164.119.220,1389,7709,34,1462238089
258,12.118.223.214,12.118.1.123,61728,161,57,1462238089
259,12.118.223.214,12.118.1.211,61728,161,57,1462238089
260,12.118.155.42,52.11.34.107,47019,80,58,1462238089
261,61.152.219.222,61.164.155.133,1383,7709,34,1462238089
262,12.118.223.214,12.118.0.203,61728,161,57,1462238089
263,12.118.223.214,12.118.1.191,61728,161,57,1462238089
264,12.118.223.214,12.118.1.133,0,0,57,1462238089
265,12.118.30.57,12.118.2.189,1766,445,4,1462238089
266,12.118.2.189,12.118.30.57,445,1766,4,1462238089
267,12.118.2.55,12.118.2.133,139,2857,4,1462238089
268,12.118.2.189,12.118.73.70,445,59637,4,1462238089
269,12.118.2.190,12.118.44.33,445,55433,4,1462238089
274,140.206.182.226,123.125.70.59,47631,80,58,1462238089
275,12.118.2.133,12.118.2.55,2857,139,4,1462238089
276,12.118.2.189,12.118.198.34,445,1762,4,1462238089
277,12.118.166.45,180.149.144.107,1244,80,58,1462238089
278,12.118.177.23,183.232.121.223,26352,80,58,1462238089
279,222.66.50.183,218.59.186.76,2550,80,58,1462238089
280,12.118.198.36,58.61.39.234,56371,80,58,1462238089
281,12.118.4.76,114.80.157.37,57733,80,58,1462238089
282,12.118.36.112,12.118.2.172,2728,80,58,1462238089
283,12.118.109.158,221.179.19.70,54904,8002,58,1462238089
284,12.118.135.116,115.231.28.73,2254,80,58,1462238089
285,12.118.222.234,12.118.2.129,4127,80,58,1462238089
286,12.118.63.245,192.168.15.39,54836,161,57,1462238089
287,12.118.119.34,180.168.41.175,1052,161,57,1462238089
288,192.168.48.179,115.239.210.172,51805,80,58,1462238089
289,12.118.223.246,12.118.98.102,7100,1943,36,1462238089
290,12.118.63.245,192.168.15.39,54836,161,57,1462238089
291,12.118.119.34,180.168.41.175,1052,161,57,1462238089
306,12.118.2.189,12.118.196.70,445,55299,4,1462238089
251,12.118.2.190,12.118.19.39,445,4365,4,1462238090
252,12.118.2.201,12.118.12.21,445,2732,4,1462238090
253,12.118.2.201,12.118.12.202,445,4703,4,1462238090
254,12.118.8.30,12.118.2.189,52886,445,4,1462238090
255,12.118.12.39,12.118.2.190,62184,445,4,1462238090
270,12.118.2.190,12.118.12.39,445,62184,4,1462238090
271,12.118.2.201,180.66.250.94,445,49534,4,1462238090
272,12.118.2.201,12.118.32.55,445,50690,4,1462238090
273,101.230.193.53,123.125.115.112,1619,80,58,1462238090
307,12.118.2.190,12.118.4.31,445,51742,4,1462238090
308,12.118.2.190,12.118.51.212,445,1717,4,1462238090
309,12.118.2.201,12.118.70.48,139,21739,4,1462238090
310,12.118.2.201,12.118.44.48,445,61915,4,1462238090
311,12.118.4.31,12.118.2.190,51742,445,4,1462238090
312,12.118.12.202,12.118.2.201,4703,445,4,1462238090
313,12.118.63.59,12.118.2.190,2146,139,4,1462238090
314,12.118.51.212,12.118.2.190,1717,445,4,1462238090
315,12.118.198.34,12.118.2.189,1762,445,4,1462238090
316,12.118.76.171,12.118.2.189,2713,445,4,1462238090
317,12.118.144.48,12.118.2.190,1309,135,34,1462238090
318,12.118.223.214,12.118.1.149,61728,161,57,1462238090
319,12.118.223.214,12.118.1.149,61728,161,57,1462238090
320,12.118.129.34,61.164.153.72,1756,80,58,1462238090
321,125.39.211.54,117.184.149.132,8000,4239,36,1462238090
322,12.118.12.21,12.118.2.201,2732,445,4,1462238090
323,12.118.19.39,12.118.2.190,4365,445,4,1462238090
324,12.118.32.55,12.118.2.201,50690,445,4,1462238090
325,12.118.44.48,12.118.2.201,61915,445,4,1462238090
326,12.118.70.48,12.118.2.201,21739,139,4,1462238090
327,12.118.196.70,12.118.2.189,55299,445,4,1462238090
328,12.118.77.141,113.108.23.60,30746,8000,36,1462238090
329,101.230.193.53,101.227.160.108,25790,80,58,1462238090
330,12.118.198.36,58.61.39.234,56479,80,58,1462238090
331,12.118.162.33,180.149.144.107,51560,80,58,1462238090
332,101.230.193.50,119.147.20.75,30933,8000,36,1462238090
333,12.118.76.192,159.106.121.75,0,0,33,1462238090
334,12.118.133.31,12.118.2.189,1419,445,34,1462238090
335,140.206.182.226,125.39.211.56,23107,9910,36,1462238090
336,101.230.193.67,101.230.193.55,0,50279,36,1462238090
337,12.118.12.121,220.181.111.21,50156,80,58,1462238090
338,140.206.182.226,112.80.248.66,48600,80,58,1462238090
339,12.118.44.33,12.118.2.190,55433,445,4,1462238090
340,180.66.250.94,12.118.2.201,49534,445,4,1462238090
341,12.118.73.70,12.118.2.189,59637,445,4,1462238090
342,12.118.56.134,61.151.186.16,49432,80,58,1462238090
343,12.118.136.32,113.108.23.60,30496,8000,36,1462238090
344,101.230.193.51,123.125.115.112,16066,80,58,1462238090
345,12.118.30.44,119.147.20.75,30063,8000,36,1462238090
346,12.118.24.56,221.180.137.61,55392,80,58,1462238090
347,12.118.56.81,119.147.20.75,30798,8000,36,1462238090
348,12.118.182.64,121.43.72.79,27818,13000,58,1462238090
349,12.118.176.141,113.108.23.60,44909,8000,36,1462238090
350,140.206.182.226,140.206.182.226,11046,11046,36,1462238090
351,192.168.20.6,220.181.111.21,51873,80,58,1462238090
352,12.118.223.214,12.118.1.31,61728,161,57,1462238090
353,12.118.64.93,113.108.23.60,30466,8000,36,1462238090
354,101.230.193.67,116.226.20.162,0,4638,36,1462238090
355,222.66.50.181,119.75.219.121,58365,80,58,1462238090
356,12.118.158.39,115.159.16.170,62291,13000,58,1462238090
357,12.118.109.158,221.179.19.70,54904,8002,58,1462238090
358,58.247.9.3,144.52.190.5,21099,35818,36,1462238090
359,58.247.9.13,180.165.173.43,39322,30698,36,1462238090
360,12.118.19.39,12.118.2.190,4365,445,4,1462238090
361,12.118.51.212,12.118.2.190,1717,445,4,1462238090
362,117.184.149.132,112.90.143.121,9590,8000,36,1462238090
363,12.118.36.222,180.149.144.107,1267,80,58,1462238090
364,125.88.219.97,222.72.135.140,12449,80,58,1462238090
365,101.230.193.52,123.125.115.38,49376,80,58,1462238090
366,12.118.2.190,12.118.19.39,445,4365,4,1462238090
367,12.118.2.190,12.118.51.212,445,1717,4,1462238090
368,12.118.115.89,12.118.223.69,49261,1433,10,1462238090
369,12.118.45.38,12.118.2.189,3469,445,34,1462238090
371,111.206.61.180,222.72.135.147,34105,80,58,1462238090
372,125.88.219.97,222.72.135.153,19450,80,58,1462238090
370,101.230.193.50,143.166.135.105,52925,80,58,1462238091
373,12.118.136.32,115.239.211.125,50831,80,58,1462238091
374,222.66.50.183,14.17.43.117,28134,80,58,1462238091
375,12.118.223.214,12.118.1.123,61728,161,57,1462238091
376,125.88.219.97,222.72.135.130,53530,80,58,1462238091
377,222.66.50.181,183.232.47.26,53314,80,58,1462238091
378,222.66.50.180,182.254.5.162,38181,80,58,1462238091
379,12.118.223.214,12.118.0.233,61728,161,57,1462238091
380,101.230.193.50,112.80.248.66,3869,80,58,1462238091
381,12.118.223.214,12.118.1.133,61728,161,57,1462238091
382,12.118.34.62,12.118.2.189,50125,135,34,1462238091
383,12.118.2.170,12.118.2.198,0,0,18,1462238091
385,222.66.50.180,123.125.70.59,1057,80,58,1462238091
386,12.118.56.140,115.239.211.125,1834,80,58,1462238091
292,180.66.2.10,12.118.2.189,64730,445,34,1462238092
384,192.168.48.138,119.147.20.75,30251,8000,36,1462238092
387,222.66.50.180,123.125.115.130,3696,80,58,1462238092
388,101.230.193.52,123.125.115.130,49379,80,58,1462238092
389,12.118.44.48,12.118.2.201,61915,445,4,1462238092
390,12.118.2.169,12.118.2.198,0,0,18,1462238092
391,101.226.162.90,222.72.135.152,48678,80,58,1462238092
392,140.206.182.226,112.5.5.99,32251,30084,36,1462238092
393,12.118.2.201,12.118.44.48,445,61915,4,1462238092
394,12.118.172.167,125.39.211.54,30198,8000,36,1462238092
395,180.166.140.84,123.129.242.140,4905,80,58,1462238092
396,12.118.154.103,101.227.66.158,1351,80,58,1462238092
397,12.118.198.84,119.167.151.56,4791,80,58,1462238092
398,12.118.160.66,115.239.210.164,4262,80,58,1462238092
399,222.66.50.183,101.227.169.168,13373,80,58,1462238092
400,110.88.51.87,180.166.140.67,30656,30377,36,1462238092
401,101.230.193.52,183.232.42.228,42294,80,58,1462238092
405,12.118.173.33,115.239.210.144,49988,80,58,1462238092
406,113.142.29.89,12.118.176.90,5222,45577,34,1462238092
407,180.166.140.67,202.203.40.173,41264,30325,36,1462238092
411,183.232.42.228,101.230.193.52,80,42294,58,1462238092
293,222.66.50.182,61.155.138.135,60084,80,58,1462238093
294,61.152.219.222,222.73.48.25,58293,7709,34,1462238093
295,101.230.193.52,123.125.115.112,4219,80,58,1462238093
296,61.152.219.222,211.95.59.138,58308,7709,34,1462238093
297,61.152.219.222,61.164.155.135,58302,7709,34,1462238093
298,61.152.219.222,61.164.155.138,58305,7709,34,1462238093
299,180.66.2.10,12.118.2.189,64731,135,34,1462238093
300,12.118.2.201,12.118.12.202,445,4703,4,1462238093
301,12.118.196.70,12.118.2.189,55299,445,4,1462238093
302,61.152.219.222,61.164.155.131,58298,7709,34,1462238093
303,61.152.219.222,61.164.155.134,58301,7709,34,1462238093
304,61.152.219.222,61.164.155.136,58303,7709,34,1462238093
305,61.152.219.222,175.6.4.40,58296,7709,34,1462238093
402,218.242.149.122,58.251.139.221,45527,80,58,1462238093
403,101.230.193.55,61.135.186.213,49894,80,58,1462238093
404,61.152.219.222,61.164.155.130,58297,7709,34,1462238093
408,180.166.140.67,61.135.186.95,17462,80,58,1462238093
409,101.230.193.53,14.17.43.149,27648,80,58,1462238093
410,180.166.140.84,113.7.152.171,29175,30192,36,1462238093
412,12.118.77.150,113.108.23.60,30028,8000,36,1462238093
413,12.118.34.39,12.118.2.201,50773,445,34,1462238093
414,12.118.119.34,180.168.41.175,1052,161,57,1462238093
415,12.118.119.34,180.168.41.175,1052,161,57,1462238093
416,101.226.162.90,222.72.135.137,27560,80,58,1462238093
417,218.242.149.122,119.147.20.75,39190,8000,36,1462238093
418,111.206.61.180,222.72.135.151,42832,8080,58,1462238093
419,192.168.6.168,61.164.153.94,57273,80,58,1462238093
420,12.118.2.201,12.118.6.86,139,2598,4,1462238093
421,192.168.4.172,61.164.153.96,58539,80,58,1462238093
422,192.168.12.208,113.207.2.69,51275,80,58,1462238093
423,173.254.204.201,192.168.254.61,1116,3389,34,1462238093
424,101.230.193.55,113.108.23.60,30236,8000,36,1462238093
425,173.254.204.201,192.168.254.192,3374,3389,34,1462238093
426,192.168.17.94,218.195.24.6,40079,21,34,1462238093
427,61.152.219.222,61.164.155.132,58299,7709,34,1462238093
428,61.152.219.222,61.164.119.221,58307,7709,34,1462238093
429,61.152.219.222,61.164.155.137,58304,7709,34,1462238093
430,113.7.152.171,180.166.140.84,30192,29175,36,1462238093
431,12.118.12.202,12.118.2.201,4703,445,4,1462238093
432,12.118.2.189,12.118.196.70,445,55299,4,1462238093
433,12.118.119.34,180.168.41.175,1052,161,57,1462238093
434,12.118.156.100,119.147.20.75,30765,8000,36,1462238093
435,101.226.162.90,222.72.135.151,32289,80,58,1462238093
436,12.118.142.212,115.239.210.144,49888,80,58,1462238093
437,111.206.61.180,222.72.135.141,35728,80,58,1462238093
438,101.230.193.53,180.163.32.149,8243,80,58,1462238093
439,172.16.11.121,192.168.1.14,0,0,18,1462238093
440,192.168.32.99,61.164.153.97,61212,80,58,1462238093
441,192.168.34.79,115.239.210.27,37249,80,58,1462238093
442,173.254.204.201,192.168.254.43,2718,3389,34,1462238093
443,173.254.204.201,192.168.254.43,2718,3389,34,1462238093
444,117.184.149.133,58.254.134.206,27009,80,58,1462238093
445,12.118.71.134,192.168.1.254,62510,161,57,1462238093
446,173.254.204.201,192.168.254.113,3018,3389,34,1462238093
447,218.242.251.206,192.168.2.203,0,10013,36,1462238093
448,12.118.160.78,220.181.111.21,2826,80,58,1462238093
449,192.168.30.66,119.147.20.75,30250,8000,36,1462238093
450,192.168.2.203,58.61.39.234,3677,80,58,1462238093
451,192.168.12.212,119.75.219.85,36206,80,58,1462238093
456,12.118.71.134,192.168.1.254,62510,161,57,1462238093
457,222.186.46.17,192.168.254.111,1954,3389,34,1462238093
458,220.78.189.246,192.168.254.120,3669,3389,34,1462238093
459,218.242.149.111,112.80.248.59,36584,80,58,1462238093
460,192.168.34.26,113.108.23.60,30204,8000,36,1462238093
461,192.168.54.52,115.239.211.125,51082,80,58,1462238093
462,192.168.17.94,121.9.209.134,50160,80,58,1462238093
463,192.168.30.241,61.155.138.156,26233,80,58,1462238093
486,222.186.46.17,192.168.254.111,1954,3389,34,1462238093
