ID,SRCIP,DSTIP,SRCPORT,DSTPORT,PROTOCOLID,RECEIVETIME
1394,180.153.229.139,222.72.135.151,64308,8080,58,1462238118
1395,58.247.9.13,163.177.66.143,36858,8000,36,1462238118
1396,12.118.2.189,12.118.23.96,445,53490,4,1462238118
1397,101.230.193.50,143.166.135.105,50061,80,58,1462238118
1409,180.153.229.139,222.72.135.140,42980,80,58,1462238118
1410,222.66.50.181,123.125.70.59,51059,80,58,1462238118
1411,12.118.19.45,180.97.177.58,52680,80,58,1462238118
1412,180.66.250.12,12.118.2.201,63515,135,34,1462238118
1382,180.166.140.67,112.90.143.121,55996,8000,36,1462238119
1383,222.66.50.181,122.225.112.41,13241,80,58,1462238119
1384,222.66.50.180,113.108.23.60,45326,8000,36,1462238119
1385,222.66.50.182,123.125.115.38,51452,80,58,1462238119
1386,12.118.2.190,12.118.73.116,445,64941,4,1462238119
1387,222.66.50.182,119.147.20.75,30434,8000,36,1462238119
1398,101.230.193.52,182.254.5.162,62527,80,58,1462238119
1399,12.118.73.116,12.118.2.190,64941,445,34,1462238119
1400,58.247.9.17,125.39.211.54,11707,8000,36,1462238119
1401,61.152.219.222,61.152.219.216,0,0,18,1462238119
1402,12.118.167.76,180.149.144.107,53035,80,58,1462238119
1403,222.66.50.180,123.125.65.152,52068,80,58,1462238119
1413,101.230.193.55,119.75.219.121,3474,80,58,1462238119
1414,218.242.149.111,113.223.196.18,20629,29919,36,1462238119
1415,222.66.50.182,123.125.115.112,51449,80,58,1462238119
1416,12.118.73.116,12.118.2.190,64941,445,4,1462238119
1417,12.118.51.225,123.129.242.139,57014,80,58,1462238119
1418,12.118.2.169,12.118.2.237,0,0,18,1462238119
1388,192.168.48.136,115.239.210.144,61926,80,58,1462238120
1389,222.66.50.183,61.135.186.213,1450,80,58,1462238120
1390,12.118.160.132,111.7.132.99,2859,80,58,1462238120
1391,58.247.9.17,218.75.34.90,38991,7002,58,1462238120
1392,12.118.223.214,12.118.0.203,61728,161,57,1462238120
1393,12.118.223.214,12.118.0.143,61728,161,57,1462238120
1404,12.118.160.132,121.9.209.243,2853,80,58,1462238120
1405,218.242.149.111,115.56.107.134,3056,30303,36,1462238120
1406,218.242.149.122,49.81.22.180,25599,30303,36,1462238120
1407,111.206.61.180,222.72.135.147,59039,80,58,1462238120
1408,12.118.223.214,12.118.0.176,61728,161,57,1462238120
1419,140.206.182.226,125.39.211.56,23107,9910,36,1462238120
1420,58.247.9.17,123.13.247.111,31518,30105,36,1462238120
1421,58.247.9.17,101.17.8.13,31717,30156,36,1462238120
1422,58.247.9.17,1.56.182.90,47388,30402,36,1462238120
1423,58.247.9.17,125.83.29.239,10737,30332,36,1462238120
1424,222.66.50.181,123.125.115.130,52424,80,58,1462238120
1425,12.118.160.132,180.97.177.59,2856,80,58,1462238120
1426,222.66.50.183,119.75.219.85,50596,80,58,1462238120
1427,218.242.149.122,112.228.44.22,52026,30074,36,1462238120
1428,192.168.211.188,119.75.218.70,39557,80,58,1462238120
1429,12.118.223.214,12.118.0.112,61728,161,57,1462238120
1430,58.247.9.13,111.206.37.178,15860,80,58,1462238120
1431,58.247.9.17,119.51.159.155,30785,30781,36,1462238120
1432,58.247.9.17,222.142.19.156,49146,30402,36,1462238120
1433,58.247.9.17,14.119.11.118,49647,29919,36,1462238120
1434,192.168.48.78,58.220.12.49,40481,80,58,1462238120
1435,125.39.211.56,140.206.182.226,9910,23107,36,1462238120
1436,58.247.9.17,1.58.29.229,26301,30395,36,1462238120
1437,58.247.9.17,27.45.115.118,52266,30722,36,1462238120
1438,58.247.9.17,119.182.226.167,1449,30936,36,1462238120
1439,101.230.193.52,61.155.138.151,11790,80,58,1462238120
1440,12.118.223.214,12.118.0.210,61728,161,57,1462238120
1441,12.118.223.214,12.118.1.211,61728,161,57,1462238120
1442,12.118.166.119,192.168.16.100,1099,161,57,1462238120
1443,218.242.149.122,27.8.243.188,19942,30742,36,1462238120
1444,101.230.193.51,119.147.20.75,30299,8000,36,1462238120
1445,101.230.193.55,119.147.20.75,31007,8000,36,1462238120
1446,115.46.223.35,218.242.149.122,30981,46551,36,1462238120
1447,192.168.48.179,115.239.210.144,51834,80,58,1462238120
1448,222.66.50.180,54.223.192.67,52072,8601,34,1462238120
1449,12.118.223.214,12.118.0.207,61728,161,57,1462238120
1450,12.118.223.214,12.118.0.209,61728,161,57,1462238120
1451,12.118.166.119,192.168.16.100,1099,161,57,1462238120
1452,12.118.182.226,113.108.23.60,30966,8000,36,1462238120
1453,112.228.44.22,218.242.149.122,30074,52026,36,1462238120
1454,218.242.149.122,115.46.223.35,46551,30981,36,1462238120
1455,101.230.193.52,61.135.186.213,1206,80,58,1462238120
1456,182.123.157.142,218.242.149.122,29919,48931,36,1462238120
1457,12.118.169.12,12.118.1.175,4107,161,57,1462238120
1458,192.168.17.103,220.181.12.100,36337,143,0,1462238120
1459,12.118.223.214,12.118.0.211,61728,161,57,1462238120
1460,12.118.223.214,12.118.1.211,61728,161,57,1462238120
1461,12.118.166.119,192.168.16.100,1099,161,57,1462238120
1462,12.118.163.204,115.239.210.144,58102,80,58,1462238120
1463,27.8.243.188,218.242.149.122,30742,19942,36,1462238120
1464,119.4.107.105,218.242.149.122,30433,1317,36,1462238120
1465,58.247.9.13,180.165.173.43,39322,30698,36,1462238120
1466,101.230.193.50,114.80.234.195,50335,80,34,1462238120
1467,101.230.193.55,180.96.12.182,52071,8601,34,1462238120
1365,192.168.48.78,121.9.209.191,40417,80,58,1462238121
1366,12.118.169.12,12.118.1.175,4107,161,57,1462238121
1367,218.242.149.122,112.80.207.160,30487,30740,36,1462238121
1368,12.118.160.34,222.73.56.72,3040,7709,34,1462238121
1369,58.247.9.3,101.254.177.151,44585,30141,36,1462238121
1370,12.118.160.34,182.118.47.190,3051,7709,34,1462238121
1371,12.118.160.34,140.207.225.73,3044,7709,34,1462238121
1372,125.39.211.54,58.247.9.17,8000,11707,36,1462238121
1373,192.168.20.6,220.181.111.21,51882,80,58,1462238121
1374,180.153.229.139,222.72.135.130,47749,80,58,1462238121
1375,12.118.4.136,125.39.211.54,30294,8000,36,1462238121
1376,101.230.193.55,61.135.186.213,61630,80,58,1462238121
1377,182.96.58.109,180.166.140.84,30653,34308,36,1462238121
1378,192.168.0.120,192.168.0.120,0,0,18,1462238121
1468,12.118.169.12,12.118.1.175,4107,161,57,1462238121
1469,12.118.169.12,12.118.1.175,4107,161,57,1462238121
1470,12.118.4.193,180.149.131.24,50831,80,58,1462238121
1471,58.247.9.3,115.237.28.98,60490,30971,36,1462238121
1472,218.242.149.112,221.192.134.163,15077,80,58,1462238121
1473,12.118.160.34,114.80.194.103,3041,7709,34,1462238121
1474,58.247.9.13,125.39.211.54,31525,8000,36,1462238121
1475,101.230.193.50,113.207.2.69,63840,80,58,1462238121
1476,12.118.169.12,12.118.1.175,4107,161,57,1462238121
1477,140.206.182.227,221.192.134.163,52109,80,58,1462238121
1478,218.242.149.111,122.226.109.201,11929,8888,58,1462238121
1479,112.80.207.160,218.242.149.122,30740,30487,36,1462238121
1480,12.118.160.34,101.226.251.200,3042,7709,34,1462238121
1481,12.118.19.45,121.9.209.244,52756,80,58,1462238121
1482,101.230.193.53,61.135.186.213,1153,80,58,1462238121
1569,12.118.104.56,119.147.20.75,30453,8000,36,1462238121
1570,12.118.114.71,115.239.211.125,1404,80,58,1462238121
1571,12.118.135.77,180.163.32.149,57278,80,58,1462238121
1483,221.225.67.36,180.166.140.84,30971,50524,36,1462238122
1484,221.216.226.219,218.242.149.122,30556,42898,36,1462238122
1485,12.118.196.154,112.65.206.85,53610,8020,58,1462238122
1486,222.142.19.156,58.247.9.17,30402,49146,36,1462238122
1487,101.231.51.38,101.230.193.38,54785,21,34,1462238122
1488,192.168.69.21,115.239.210.82,62710,80,58,1462238122
1498,12.118.191.57,119.147.20.75,30569,8000,36,1462238122
1499,125.39.211.55,218.242.149.111,9910,11847,36,1462238122
1500,218.242.149.111,123.125.115.130,11768,80,58,1462238122
1501,192.168.20.94,61.135.186.213,1649,80,58,1462238122
1502,12.118.36.198,12.118.2.189,2906,139,4,1462238122
1503,12.118.56.60,119.147.20.75,30680,8000,36,1462238122
1504,1.58.29.229,58.247.9.17,30395,26301,36,1462238122
1572,12.118.19.45,183.60.209.35,52765,80,58,1462238122
1573,140.206.182.226,119.167.151.56,38267,80,58,1462238122
1574,192.168.53.5,182.254.5.162,47477,80,58,1462238122
1575,12.118.223.214,12.118.0.176,61728,161,57,1462238122
1576,12.118.2.189,12.118.36.198,139,2906,4,1462238122
1577,123.13.247.111,58.247.9.17,30105,31518,36,1462238122
1489,101.230.193.53,123.125.65.152,1167,80,58,1462238123
1490,12.118.19.45,58.220.12.50,52779,80,58,1462238123
1491,12.118.64.36,115.239.210.144,3508,80,58,1462238123
1492,180.166.140.84,114.80.70.146,2968,30914,36,1462238123
1493,180.166.140.84,175.23.86.78,24276,30563,36,1462238123
1494,180.166.140.84,175.17.219.14,23870,29919,36,1462238123
1495,180.166.140.84,183.158.151.99,57903,63032,36,1462238123
1496,192.168.12.212,61.135.186.213,36210,80,58,1462238123
1497,192.168.201.12,112.65.206.85,57191,8020,58,1462238123
1505,12.118.19.45,183.60.209.34,52778,80,58,1462238123
1506,183.232.29.247,101.230.193.50,80,8822,58,1462238123
1507,192.168.20.6,115.239.210.82,51875,80,58,1462238123
1508,192.168.42.148,121.43.72.79,14762,13000,58,1462238123
1509,192.168.69.21,115.239.210.82,62710,80,58,1462238123
1510,192.168.107.211,121.43.72.79,59640,13000,58,1462238123
1511,192.168.110.244,61.151.252.14,51776,12346,58,1462238123
1512,192.168.225.82,115.239.210.144,49854,80,58,1462238123
1513,192.168.6.168,61.164.153.94,57310,80,58,1462238123
1514,192.168.40.227,115.239.210.27,43596,80,58,1462238123
1515,12.118.160.216,180.149.144.107,1373,80,58,1462238123
1516,192.168.56.118,114.80.130.90,42741,80,58,1462238123
1526,218.242.149.112,125.39.211.56,2036,9910,36,1462238123
1527,222.66.50.182,61.135.186.213,1673,80,58,1462238123
1528,180.166.140.84,123.112.169.120,45873,30057,36,1462238123
1529,180.166.140.84,125.95.125.194,26970,11348,36,1462238123
1530,180.166.140.84,120.2.247.15,44597,30197,36,1462238123
1531,101.230.193.51,117.185.24.20,26463,80,58,1462238123
1532,192.168.12.212,119.75.219.85,36209,80,58,1462238123
1533,192.168.17.230,123.125.115.38,53053,80,58,1462238123
1534,192.168.107.211,101.227.169.168,57642,80,58,1462238123
1535,192.168.77.126,123.125.115.38,2095,80,58,1462238123
1536,192.168.107.241,183.110.33.156,53080,80,58,1462238123
1537,192.168.110.244,61.151.252.4,46177,12346,58,1462238123
1538,192.168.110.244,222.73.103.42,38136,12346,58,1462238123
1539,192.168.32.99,61.164.153.97,61247,80,58,1462238123
1540,192.168.32.157,61.164.153.93,2900,80,58,1462238123
1541,12.118.51.235,115.239.210.27,59781,80,58,1462238123
1542,12.118.161.76,121.9.209.160,60532,80,58,1462238123
1555,101.230.193.52,119.75.219.85,1669,80,58,1462238123
1556,180.166.140.84,123.134.77.76,48333,30645,36,1462238123
1557,180.166.140.84,27.210.6.198,26923,30389,36,1462238123
1558,180.166.140.84,182.38.37.28,14690,30656,36,1462238123
1559,218.242.149.111,61.183.141.38,46132,30963,36,1462238123
1560,192.168.2.140,115.239.210.82,56953,80,58,1462238123
1561,192.168.30.241,61.155.138.156,26237,80,58,1462238123
1562,192.168.20.6,115.239.210.144,51877,80,58,1462238123
1563,192.168.40.187,121.43.72.79,50240,13000,58,1462238123
1564,192.168.92.174,101.227.131.50,40209,80,58,1462238123
1565,192.168.110.244,61.151.186.16,46622,80,58,1462238123
1566,192.168.110.244,222.73.34.8,59364,12346,58,1462238123
1567,192.168.4.172,61.164.153.96,58595,80,58,1462238123
1568,192.168.32.21,222.73.134.40,9818,80,58,1462238123
1578,222.66.50.181,119.75.219.85,51969,80,58,1462238123
1579,192.168.110.111,115.239.210.82,58793,80,58,1462238123
1580,218.242.149.122,61.135.186.213,31493,80,58,1462238123
1581,12.118.161.76,121.9.209.134,60531,80,58,1462238123
1582,192.168.82.171,218.75.34.90,54861,7002,58,1462238123
1517,192.168.18.133,115.239.210.144,57596,80,58,1462238124
1518,58.67.203.228,101.230.193.52,80,11548,58,1462238124
1519,101.230.193.52,58.67.203.228,11548,80,58,1462238124
1520,173.254.204.201,192.168.254.43,4607,3389,34,1462238124
1521,173.254.204.201,192.168.254.61,1363,3389,34,1462238124
1522,192.168.17.94,218.195.24.6,40094,21,34,1462238124
1523,106.75.137.208,192.168.254.113,49524,3389,34,1462238124
1524,222.186.46.17,192.168.254.111,4917,3389,34,1462238124
1525,192.168.48.138,119.147.20.75,30918,8000,36,1462238124
1543,222.66.50.182,123.125.70.59,43552,80,58,1462238124
1544,58.247.9.3,32.2.82.66,27087,161,57,1462238124
1545,173.254.204.201,192.168.254.113,4955,3389,34,1462238124
1546,173.254.204.201,192.168.254.192,1401,3389,34,1462238124
1547,173.254.204.201,192.168.254.43,4607,3389,34,1462238124
1548,173.254.204.201,192.168.254.61,1363,3389,34,1462238124
1549,192.168.32.149,119.147.20.75,30342,8000,36,1462238124
1550,192.168.61.122,119.147.20.75,29919,8000,36,1462238124
1551,218.242.251.206,192.168.226.36,0,10036,36,1462238124
1552,192.168.107.241,183.110.33.179,53088,80,58,1462238124
1553,222.186.46.17,192.168.254.111,1542,3389,34,1462238124
1554,192.168.32.99,61.164.153.97,61309,80,58,1462238124
1583,101.230.193.51,101.227.131.49,26464,80,58,1462238124
1598,106.75.137.208,192.168.254.113,49524,3389,34,1462238124
1599,222.186.46.17,192.168.254.111,4917,3389,34,1462238124
1600,192.168.17.94,123.138.158.209,40093,21,34,1462238124
1601,173.254.204.201,192.168.254.113,4955,3389,34,1462238124
1602,173.254.204.201,192.168.254.192,1401,3389,34,1462238124
1603,192.168.82.189,119.147.20.75,30444,8000,36,1462238124
1604,218.242.251.206,192.168.48.78,0,18465,36,1462238124
1605,192.168.17.103,220.181.12.100,36337,143,0,1462238124
1606,106.75.137.208,192.168.254.113,59999,3389,34,1462238124
1607,192.168.201.12,112.65.206.85,42750,8020,58,1462238124
1608,58.247.9.3,32.2.82.66,27087,161,57,1462238124
1609,192.168.56.102,180.153.126.27,49387,80,58,1462238124
1610,12.118.161.26,220.181.111.21,3983,80,58,1462238124
1611,101.230.193.52,183.232.40.146,11550,80,58,1462238124
1612,180.166.140.84,125.39.211.54,4497,8000,36,1462238124
1613,180.166.140.67,218.59.209.77,54910,80,58,1462238124
1614,101.230.193.51,119.75.217.109,40133,80,58,1462238124
1615,101.230.193.52,119.75.219.121,3135,80,58,1462238124
1616,117.184.149.132,123.125.115.38,22258,80,58,1462238124
1617,101.230.193.52,123.125.115.130,2948,80,58,1462238124
1628,192.168.82.123,113.108.23.60,30440,8000,36,1462238124
1629,192.168.12.201,123.125.50.47,54821,143,0,1462238124
1630,106.75.137.208,192.168.254.113,59999,3389,34,1462238124
1631,222.186.46.17,192.168.254.111,1542,3389,34,1462238124
1632,58.247.9.3,32.2.82.66,27087,161,57,1462238124
1633,222.66.50.181,113.108.23.60,30583,8000,36,1462238124
1634,101.226.162.89,222.72.135.131,16578,80,58,1462238124
1635,183.232.40.146,101.230.193.52,80,11550,58,1462238124
1636,101.230.193.50,61.151.186.16,29535,80,58,1462238124
1637,192.168.32.99,61.164.153.98,61310,80,58,1462238124
1638,58.247.9.17,61.135.186.93,10956,80,58,1462238124
1618,101.230.193.50,101.226.68.37,7137,80,58,1462238125
1619,222.66.50.183,119.147.20.75,30914,8000,36,1462238125
1620,180.153.197.58,222.72.135.147,58352,80,58,1462238125
1621,180.153.197.58,222.72.135.144,37637,80,58,1462238125
1622,12.118.177.154,121.9.209.188,1976,80,58,1462238125
1623,101.230.193.53,101.226.68.37,8252,80,58,1462238125
1624,12.118.2.189,12.118.76.171,445,2732,4,1462238125
1625,12.118.2.201,12.118.76.171,445,2734,4,1462238125
1626,123.134.77.76,180.166.140.84,30645,48333,36,1462238125
1627,101.230.193.52,218.242.102.153,50964,80,58,1462238125
1639,12.118.120.33,115.239.210.144,2349,80,58,1462238125
1640,12.118.76.171,12.118.2.189,2725,135,34,1462238125
1641,222.66.50.180,61.135.186.100,3258,80,58,1462238125
1642,12.118.76.171,12.118.2.189,2732,445,34,1462238125
1643,12.118.76.171,12.118.2.201,2734,445,34,1462238125
1644,101.231.51.38,101.230.193.38,54798,21,49,1462238125
1645,222.66.50.182,119.75.217.109,40822,80,58,1462238125
1646,12.118.76.171,12.118.2.189,2732,445,4,1462238125
1647,12.118.76.171,12.118.2.201,2734,445,4,1462238125
1648,222.66.50.183,113.207.2.69,60491,80,58,1462238125
1649,192.168.32.94,114.80.14.13,52199,1862,34,1462238125
1650,101.230.193.53,180.168.41.175,3468,80,58,1462238126
1651,218.242.251.206,192.168.48.78,0,18465,36,1462238126
1652,12.118.10.54,115.239.210.144,52594,80,58,1462238126
1653,12.118.2.201,12.118.20.60,445,58010,4,1462238126
1654,12.118.160.212,192.168.10.2,63281,161,57,1462238126
1655,12.118.223.214,12.118.0.187,61728,161,57,1462238126
1656,12.118.123.62,123.125.70.59,3144,80,58,1462238126
1657,115.231.158.131,180.166.140.73,24894,80,58,1462238126
1658,192.168.40.101,119.147.20.75,30404,8000,36,1462238126
1659,12.118.20.60,12.118.2.201,58010,445,34,1462238126
1660,12.118.160.212,192.168.10.2,63281,161,57,1462238126
1661,12.118.71.197,115.239.210.82,50127,80,58,1462238126
1662,192.168.6.168,61.164.153.96,57338,80,58,1462238126
1663,125.39.211.54,180.166.140.84,8000,4497,36,1462238126
1664,12.118.30.47,183.136.164.161,26378,80,34,1462238126
1665,12.118.20.60,12.118.2.201,58010,445,4,1462238126
1666,12.118.160.212,192.168.10.2,63281,161,57,1462238126
1667,192.168.34.26,113.108.23.60,30204,8000,36,1462238126
1668,101.230.193.52,101.227.209.238,10251,80,58,1462238126
1669,101.230.193.51,101.227.160.124,10601,80,58,1462238126
1670,222.66.50.183,101.227.160.124,18580,80,58,1462238126
1671,12.118.4.248,12.118.2.201,61576,445,4,1462238126
1672,218.242.149.122,112.90.143.121,43650,8000,36,1462238126
1673,222.66.50.181,115.239.210.82,50551,80,58,1462238126
1674,12.118.2.201,12.118.4.248,445,61576,4,1462238126
1675,173.254.204.201,192.168.254.192,2830,3389,34,1462238126
1676,12.118.4.248,12.118.2.201,61576,445,34,1462238126
1677,173.254.204.201,192.168.254.192,2830,3389,34,1462238126
1678,192.168.6.168,61.164.153.94,57340,80,58,1462238127
1679,173.254.204.201,192.168.254.113,2909,3389,34,1462238127
1680,52.11.34.107,12.118.155.42,80,47034,58,1462238127
1681,182.34.127.130,218.242.149.70,16600,80,58,1462238127
1682,173.254.204.201,192.168.254.43,2952,3389,34,1462238127
1683,173.254.204.201,192.168.254.113,2909,3389,34,1462238127
1684,180.166.140.67,61.135.186.213,8326,80,58,1462238127
1685,12.118.76.109,221.130.199.88,2739,80,58,1462238127
1686,101.230.193.53,218.59.186.76,0,0,33,1462238127
1687,101.230.193.50,119.147.20.75,30449,8000,36,1462238127
1688,12.118.155.42,52.11.34.107,47035,80,58,1462238127
1689,173.254.204.201,192.168.254.43,2952,3389,34,1462238127
1690,222.66.50.180,123.125.115.130,55969,80,58,1462238127
1691,12.118.70.128,115.239.211.125,50967,80,58,1462238127
1692,12.118.135.95,115.239.211.112,4593,80,58,1462238127
1693,192.168.48.157,115.239.210.144,50600,80,58,1462238127
1694,101.230.193.52,119.147.20.75,30456,8000,36,1462238127
1695,173.254.204.201,192.168.254.61,3032,3389,34,1462238127
1696,101.230.193.50,113.108.23.60,30850,8000,36,1462238127
1698,192.168.48.157,115.239.210.172,50597,80,58,1462238127
1699,173.254.204.201,192.168.254.61,3032,3389,34,1462238127
1700,12.118.81.55,119.147.20.75,30033,8000,36,1462238127
1584,192.168.40.187,121.43.72.79,50257,13000,58,1462238128
1585,192.168.30.241,61.155.138.156,26242,80,58,1462238128
1586,192.168.107.211,121.43.72.79,47256,13000,58,1462238128
1587,222.66.50.180,14.17.43.117,44968,80,58,1462238128
1588,218.242.149.122,175.155.17.233,23025,30555,36,1462238128
1589,220.78.189.246,192.168.254.120,4742,3389,34,1462238128
1590,220.78.189.246,192.168.254.120,4742,3389,34,1462238128
1697,12.118.30.57,12.118.2.189,51281,445,4,1462238128
1701,12.118.2.189,12.118.30.57,445,51281,4,1462238128
1702,12.118.30.57,12.118.2.189,51281,445,34,1462238128
1591,112.252.166.85,218.242.149.122,30790,60512,36,1462238129
1592,222.72.135.131,222.72.135.131,0,0,18,1462238129
1593,140.206.182.225,140.206.182.230,0,0,18,1462238129
1594,222.72.135.134,222.72.135.134,0,0,18,1462238129
1595,222.72.135.138,222.72.135.138,0,0,18,1462238129
1596,222.72.135.141,222.72.135.141,0,0,18,1462238129
1597,222.72.135.145,222.72.135.145,0,0,18,1462238129
2296,218.242.149.111,222.130.4.20,11984,30935,36,1462238129
2297,222.72.135.130,222.72.135.130,0,0,18,1462238129
2298,222.72.135.133,222.72.135.133,0,0,18,1462238129
2299,192.168.42.148,121.43.72.79,14787,13000,58,1462238129
2300,222.72.135.137,222.72.135.137,0,0,18,1462238129
2301,222.72.135.140,222.72.135.140,0,0,18,1462238129
2302,222.72.135.144,222.72.135.144,0,0,18,1462238129
2303,222.72.135.147,222.72.135.147,0,0,18,1462238129
2304,222.72.135.150,222.72.135.150,0,0,18,1462238129
2305,222.72.135.153,222.72.135.153,0,0,18,1462238129
2306,222.72.135.156,222.72.135.156,0,0,18,1462238129
2307,111.206.61.180,222.72.135.130,36624,80,58,1462238129
2308,111.206.241.76,222.72.135.151,45929,80,58,1462238129
2309,222.72.135.148,222.72.135.148,0,0,18,1462238129
2310,222.72.135.151,222.72.135.151,0,0,18,1462238129
2311,222.72.135.154,222.72.135.154,0,0,18,1462238129
2312,222.72.135.157,222.72.135.157,0,0,18,1462238129
2313,117.34.17.63,222.72.135.130,56699,80,58,1462238129
2314,180.153.197.58,222.72.135.130,33931,80,58,1462238129
2315,180.153.197.58,222.72.135.147,58352,80,58,1462238129
2316,101.230.193.53,182.254.5.162,58905,80,58,1462238129
2317,222.72.135.132,222.72.135.132,0,0,18,1462238129
2318,222.72.135.135,222.72.135.135,0,0,18,1462238129
2319,12.118.144.38,12.118.2.189,4383,135,34,1462238129
2320,12.118.161.162,115.239.210.82,46315,80,58,1462238129
2321,12.118.162.83,111.13.100.81,50097,80,58,1462238129
2322,222.72.135.141,222.72.135.141,0,0,18,1462238129
2323,42.85.29.138,218.242.149.122,30806,17932,36,1462238129
2324,218.242.149.122,42.228.180.58,51430,30921,36,1462238129
2325,222.72.135.132,222.72.135.132,0,0,18,1462238129
2326,192.168.61.115,121.14.46.121,51282,80,58,1462238129
2327,222.72.135.135,222.72.135.135,0,0,18,1462238129
2328,222.72.135.139,222.72.135.139,0,0,18,1462238129
2329,222.72.135.142,222.72.135.142,0,0,18,1462238129
2330,222.72.135.146,222.72.135.146,0,0,18,1462238129
2331,222.72.135.149,222.72.135.149,0,0,18,1462238129
2332,222.72.135.152,222.72.135.152,0,0,18,1462238129
2333,222.72.135.155,222.72.135.155,0,0,18,1462238129
2334,180.153.197.58,222.72.135.152,55658,80,58,1462238129
2335,111.206.241.76,222.72.135.153,50696,80,58,1462238129
2351,180.153.197.58,222.72.135.140,49619,80,58,1462238129
2352,192.168.77.126,123.125.115.38,2118,80,58,1462238129
2353,222.72.135.131,222.72.135.131,0,0,18,1462238129
2354,222.72.135.134,222.72.135.134,0,0,18,1462238129
2355,222.72.135.138,222.72.135.138,0,0,18,1462238129
2356,12.118.123.62,115.239.210.164,3145,80,58,1462238129
2357,12.118.47.56,180.149.144.107,63022,80,58,1462238129
2358,222.72.135.140,222.72.135.140,0,0,18,1462238129
2359,222.72.135.144,222.72.135.144,0,0,18,1462238129
2360,222.72.135.147,222.72.135.147,0,0,18,1462238129
2361,222.72.135.150,222.72.135.150,0,0,18,1462238129
2362,222.72.135.153,222.72.135.153,0,0,18,1462238129
2363,222.72.135.156,222.72.135.156,0,0,18,1462238129
2364,222.72.135.145,222.72.135.145,0,0,18,1462238129
2365,222.72.135.148,222.72.135.148,0,0,18,1462238129
2366,222.72.135.151,222.72.135.151,0,0,18,1462238129
2367,222.72.135.154,222.72.135.154,0,0,18,1462238129
2368,222.72.135.157,222.72.135.157,0,0,18,1462238129
2369,116.228.110.26,116.236.129.54,57760,21,49,1462238129
2370,101.230.193.55,119.75.219.85,1325,80,58,1462238129
2371,61.152.219.208,61.152.219.193,0,0,18,1462238129
2378,222.72.135.130,222.72.135.130,0,0,18,1462238129
2379,222.72.135.133,222.72.135.133,0,0,18,1462238129
2380,222.72.135.137,222.72.135.137,0,0,18,1462238129
2381,12.118.223.214,12.118.0.190,61728,161,57,1462238129
2382,12.118.160.68,183.192.200.116,6365,80,34,1462238129
2383,222.72.135.139,222.72.135.139,0,0,18,1462238129
2384,222.72.135.142,222.72.135.142,0,0,18,1462238129
2385,222.72.135.146,222.72.135.146,0,0,18,1462238129
2386,222.72.135.149,222.72.135.149,0,0,18,1462238129
2387,222.72.135.152,222.72.135.152,0,0,18,1462238129
2388,222.72.135.155,222.72.135.155,0,0,18,1462238129
2389,222.66.50.181,119.75.222.18,2384,80,58,1462238129
2390,61.152.219.202,61.152.219.193,0,0,18,1462238129
2406,61.152.219.222,210.14.72.3,1138,7709,34,1462238129
2407,61.152.219.197,61.152.219.193,0,0,18,1462238129
2408,61.152.219.217,61.152.219.193,0,0,18,1462238129
2434,180.153.197.58,222.72.135.151,53435,80,58,1462238129
2435,180.153.229.139,222.72.135.140,42980,80,58,1462238129
2436,61.152.219.218,61.152.219.193,0,0,18,1462238129
2372,222.66.50.180,218.5.79.19,3117,22223,34,1462238130
2373,101.230.193.51,61.135.186.100,12709,80,58,1462238130
2374,180.165.173.43,58.247.9.13,30698,39322,36,1462238130
2375,27.38.96.151,58.247.9.17,30559,30108,36,1462238130
2376,58.247.9.3,106.8.224.55,52150,17575,36,1462238130
2377,58.247.9.3,113.108.23.60,16492,8000,36,1462238130
2409,61.152.219.222,182.131.3.240,1147,7709,34,1462238130
2410,192.168.48.64,115.239.211.125,49238,80,58,1462238130
2411,218.242.149.111,60.6.185.219,27697,30712,36,1462238130
2412,27.215.21.126,140.206.182.226,17008,59635,36,1462238130
2413,39.78.7.119,218.242.149.112,30220,48017,36,1462238130
2414,58.247.9.13,119.147.20.75,15583,8000,36,1462238130
2415,58.247.9.13,125.39.211.54,31525,8000,36,1462238130
2416,113.7.152.171,180.166.140.84,30192,29175,36,1462238130
2417,58.247.9.17,222.142.19.156,49146,30402,36,1462238130
2418,119.189.37.30,180.166.140.84,30851,54743,36,1462238130
2419,180.166.140.67,124.206.119.77,20431,30568,36,1462238130
2420,58.247.9.17,1.56.182.90,47388,30402,36,1462238130
2421,58.247.9.17,119.51.159.155,30785,30781,36,1462238130
2422,115.56.107.134,218.242.149.111,30303,3056,36,1462238130
2423,125.39.211.54,218.242.149.112,8000,33791,36,1462238130
2424,180.166.140.67,112.90.143.121,55996,8000,36,1462238130
2425,183.160.69.213,180.166.140.67,30482,30659,36,1462238130
2426,180.166.140.84,98.247.25.227,2606,29919,36,1462238130
2427,180.166.140.84,124.229.213.74,33012,29919,36,1462238130
2428,218.242.149.112,121.14.74.192,32019,9910,36,1462238130
2429,218.242.149.111,113.56.136.104,51821,30940,36,1462238130
2430,12.118.4.76,180.149.144.107,60450,80,58,1462238130
2431,218.242.149.111,115.56.107.134,3056,30303,36,1462238130
2432,218.242.149.112,125.39.211.54,33791,8000,36,1462238130
2433,218.242.149.122,111.202.249.25,12454,29919,36,1462238130
